date,city,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmh,season,year,month,day,day_of_year
2017-01-23,VirtualCity,31.17,6.04,73.94,12.37,Winter,2017,1,23,23
2017-01-24,VirtualCity,30.93,2.1,76.97,9.69,Winter,2017,1,24,24
2017-01-25,VirtualCity,30.11,0.9,75.69,10.22,Winter,2017,1,25,25
2017-01-26,VirtualCity,27.18,5.81,69.03,8.99,Winter,2017,1,26,26
2017-01-27,VirtualCity,30.0,4.2,81.44,8.88,Winter,2017,1,27,27
2017-01-28,VirtualCity,29.83,3.72,75.09,11.98,Winter,2017,1,28,28
2017-01-29,VirtualCity,29.69,1.61,78.52,7.4,Winter,2017,1,29,29
2017-01-30,VirtualCity,31.05,3.94,72.43,10.05,Winter,2017,1,30,30
2017-01-31,VirtualCity,30.28,0.61,74.67,8.28,Winter,2017,1,31,31
2017-02-01,VirtualCity,30.58,4.39,71.76,9.27,Winter,2017,2,1,32
2017-02-02,VirtualCity,30.57,6.03,80.06,9.0,Winter,2017,2,2,33
2017-02-03,VirtualCity,28.9,6.59,76.25,8.6,Winter,2017,2,3,34
2017-02-04,VirtualCity,27.23,4.56,76.36,9.84,Winter,2017,2,4,35
2017-02-05,VirtualCity,30.17,0.0,80.2,6.73,Winter,2017,2,5,36
2017-02-06,VirtualCity,29.35,3.43,79.28,9.45,Winter,2017,2,6,37
2017-02-07,VirtualCity,28.4,7.71,77.59,9.73,Winter,2017,2,7,38
2017-02-08,VirtualCity,32.98,1.09,68.71,8.22,Winter,2017,2,8,39
2017-02-09,VirtualCity,33.18,2.87,71.49,11.68,Winter,2017,2,9,40
2017-02-10,VirtualCity,32.76,6.11,70.12,9.17,Winter,2017,2,10,41
2017-02-11,VirtualCity,31.24,4.36,76.91,9.61,Winter,2017,2,11,42
2017-02-12,VirtualCity,33.01,8.46,74.55,9.19,Winter,2017,2,12,43
2017-02-13,VirtualCity,31.12,1.39,68.16,9.81,Winter,2017,2,13,44
2017-02-14,VirtualCity,31.53,0.82,72.83,11.49,Winter,2017,2,14,45
2017-02-15,VirtualCity,29.71,5.69,67.46,12.9,Winter,2017,2,15,46
2017-02-16,VirtualCity,32.07,0.37,73.07,10.83,Winter,2017,2,16,47
2017-02-17,VirtualCity,31.68,2.57,66.51,11.25,Winter,2017,2,17,48
2017-02-18,VirtualCity,29.75,2.86,75.1,12.02,Winter,2017,2,18,49
2017-02-19,VirtualCity,31.74,5.28,74.34,10.26,Winter,2017,2,19,50
2017-02-20,VirtualCity,31.81,4.35,80.3,11.85,Winter,2017,2,20,51
2017-02-21,VirtualCity,34.74,4.01,75.9,10.93,Winter,2017,2,21,52
2017-02-22,VirtualCity,33.49,2.11,70.66,10.15,Winter,2017,2,22,53
2017-02-23,VirtualCity,32.27,5.67,75.46,10.4,Winter,2017,2,23,54
2017-02-24,VirtualCity,32.72,11.86,66.43,7.8,Winter,2017,2,24,55
2017-02-25,VirtualCity,32.52,4.52,68.0,10.34,Winter,2017,2,25,56
2017-02-26,VirtualCity,32.24,3.22,73.01,8.14,Winter,2017,2,26,57
2017-02-27,VirtualCity,31.02,0.14,62.87,8.05,Winter,2017,2,27,58
2017-02-28,VirtualCity,32.51,1.6,71.18,10.23,Winter,2017,2,28,59
2017-03-01,VirtualCity,31.7,2.53,67.07,8.66,Summer,2017,3,1,60
2017-03-02,VirtualCity,31.04,1.82,71.38,9.99,Summer,2017,3,2,61
2017-03-03,VirtualCity,33.76,2.96,66.49,10.17,Summer,2017,3,3,62
2017-03-04,VirtualCity,33.66,6.91,72.31,10.22,Summer,2017,3,4,63
2017-03-05,VirtualCity,30.48,5.74,70.51,8.91,Summer,2017,3,5,64
2017-03-06,VirtualCity,33.05,2.65,75.85,11.07,Summer,2017,3,6,65
2017-03-07,VirtualCity,34.8,0.34,70.09,9.89,Summer,2017,3,7,66
2017-03-08,VirtualCity,34.97,5.94,66.8,10.52,Summer,2017,3,8,67
2017-03-09,VirtualCity,34.99,2.89,68.7,8.55,Summer,2017,3,9,68
2017-03-10,VirtualCity,33.57,0.0,64.12,9.77,Summer,2017,3,10,69
2017-03-11,VirtualCity,32.31,4.57,70.93,11.29,Summer,2017,3,11,70
2017-03-12,VirtualCity,32.01,5.26,71.47,11.14,Summer,2017,3,12,71
2017-03-13,VirtualCity,34.21,0.0,78.79,9.01,Summer,2017,3,13,72
2017-03-14,VirtualCity,34.32,1.19,66.23,9.31,Summer,2017,3,14,73
2017-03-15,VirtualCity,35.73,2.76,67.45,8.77,Summer,2017,3,15,74
2017-03-16,VirtualCity,35.5,4.62,66.02,9.16,Summer,2017,3,16,75
2017-03-17,VirtualCity,33.7,1.87,68.97,8.26,Summer,2017,3,17,76
2017-03-18,VirtualCity,32.07,1.17,69.45,9.76,Summer,2017,3,18,77
2017-03-19,VirtualCity,33.5,4.6,67.51,10.68,Summer,2017,3,19,78
2017-03-20,VirtualCity,34.34,1.97,71.87,8.97,Summer,2017,3,20,79
2017-03-21,VirtualCity,33.75,4.19,64.85,9.79,Summer,2017,3,21,80
2017-03-22,VirtualCity,33.22,0.55,71.06,9.62,Summer,2017,3,22,81
2017-03-23,VirtualCity,34.49,0.02,69.07,11.14,Summer,2017,3,23,82
2017-03-24,VirtualCity,33.38,4.66,66.66,9.13,Summer,2017,3,24,83
2017-03-25,VirtualCity,33.22,3.56,65.25,9.16,Summer,2017,3,25,84
2017-03-26,VirtualCity,34.65,5.03,76.01,8.82,Summer,2017,3,26,85
2017-03-27,VirtualCity,33.6,1.83,62.83,8.46,Summer,2017,3,27,86
2017-03-28,VirtualCity,34.58,1.25,67.08,10.44,Summer,2017,3,28,87
2017-03-29,VirtualCity,34.63,5.99,62.68,9.63,Summer,2017,3,29,88
2017-03-30,VirtualCity,32.52,0.0,72.62,9.84,Summer,2017,3,30,89
2017-03-31,VirtualCity,33.52,5.75,68.82,11.29,Summer,2017,3,31,90
2017-04-01,VirtualCity,36.4,5.91,62.35,11.34,Summer,2017,4,1,91
2017-04-02,VirtualCity,32.5,4.89,66.91,7.75,Summer,2017,4,2,92
2017-04-03,VirtualCity,31.06,1.49,65.68,10.49,Summer,2017,4,3,93
2017-04-04,VirtualCity,31.44,1.2,62.38,9.96,Summer,2017,4,4,94
2017-04-05,VirtualCity,34.26,2.54,67.27,9.12,Summer,2017,4,5,95
2017-04-06,VirtualCity,34.25,0.15,65.59,10.05,Summer,2017,4,6,96
2017-04-07,VirtualCity,34.02,0.88,64.69,7.56,Summer,2017,4,7,97
2017-04-08,VirtualCity,36.0,4.42,63.45,11.37,Summer,2017,4,8,98
2017-04-09,VirtualCity,30.14,4.43,65.14,10.21,Summer,2017,4,9,99
2017-04-10,VirtualCity,34.72,0.69,64.13,8.53,Summer,2017,4,10,100
2017-04-11,VirtualCity,36.44,4.49,63.25,8.85,Summer,2017,4,11,101
2017-04-12,VirtualCity,32.38,4.0,60.24,7.49,Summer,2017,4,12,102
2017-04-13,VirtualCity,33.47,6.32,69.38,9.13,Summer,2017,4,13,103
2017-04-14,VirtualCity,32.87,4.25,58.2,8.91,Summer,2017,4,14,104
2017-04-15,VirtualCity,32.62,5.33,63.91,7.87,Summer,2017,4,15,105
2017-04-16,VirtualCity,33.43,4.05,60.72,10.37,Summer,2017,4,16,106
2017-04-17,VirtualCity,36.02,5.16,68.84,10.95,Summer,2017,4,17,107
2017-04-18,VirtualCity,36.59,0.17,57.99,9.36,Summer,2017,4,18,108
2017-04-19,VirtualCity,33.28,2.73,58.46,9.0,Summer,2017,4,19,109
2017-04-20,VirtualCity,36.59,2.91,57.33,9.86,Summer,2017,4,20,110
2017-04-21,VirtualCity,33.73,2.46,62.31,9.29,Summer,2017,4,21,111
2017-04-22,VirtualCity,36.24,3.98,55.33,7.99,Summer,2017,4,22,112
2017-04-23,VirtualCity,33.41,4.4,58.71,8.48,Summer,2017,4,23,113
2017-04-24,VirtualCity,33.68,3.86,51.83,8.88,Summer,2017,4,24,114
2017-04-25,VirtualCity,33.97,2.61,61.21,9.5,Summer,2017,4,25,115
2017-04-26,VirtualCity,38.12,1.38,58.05,9.19,Summer,2017,4,26,116
2017-04-27,VirtualCity,34.56,5.41,53.92,9.4,Summer,2017,4,27,117
2017-04-28,VirtualCity,32.14,3.77,64.02,7.29,Summer,2017,4,28,118
2017-04-29,VirtualCity,34.58,0.76,54.27,9.89,Summer,2017,4,29,119
2017-04-30,VirtualCity,32.5,2.57,62.5,9.07,Summer,2017,4,30,120
2017-05-01,VirtualCity,32.23,0.0,56.33,12.1,Summer,2017,5,1,121
2017-05-02,VirtualCity,34.24,3.08,65.36,8.54,Summer,2017,5,2,122
2017-05-03,VirtualCity,32.84,2.56,61.78,9.36,Summer,2017,5,3,123
2017-05-04,VirtualCity,33.12,1.74,54.57,12.34,Summer,2017,5,4,124
2017-05-05,VirtualCity,32.63,6.49,54.76,9.15,Summer,2017,5,5,125
2017-05-06,VirtualCity,33.02,0.46,60.68,8.8,Summer,2017,5,6,126
2017-05-07,VirtualCity,33.05,4.55,57.04,7.67,Summer,2017,5,7,127
2017-05-08,VirtualCity,29.41,7.81,57.24,10.66,Summer,2017,5,8,128
2017-05-09,VirtualCity,33.21,5.37,62.84,7.4,Summer,2017,5,9,129
2017-05-10,VirtualCity,30.63,2.93,54.6,9.27,Summer,2017,5,10,130
2017-05-11,VirtualCity,29.84,0.51,57.79,8.16,Summer,2017,5,11,131
2017-05-12,VirtualCity,31.8,0.0,61.09,8.47,Summer,2017,5,12,132
2017-05-13,VirtualCity,31.9,2.09,60.35,6.95,Summer,2017,5,13,133
2017-05-14,VirtualCity,30.62,1.49,56.32,10.24,Summer,2017,5,14,134
2017-05-15,VirtualCity,32.79,1.42,55.65,8.26,Summer,2017,5,15,135
2017-05-16,VirtualCity,29.41,2.28,49.7,7.11,Summer,2017,5,16,136
2017-05-17,VirtualCity,30.7,2.78,52.29,10.03,Summer,2017,5,17,137
2017-05-18,VirtualCity,30.31,4.07,57.64,7.89,Summer,2017,5,18,138
2017-05-19,VirtualCity,30.99,0.28,55.67,8.87,Summer,2017,5,19,139
2017-05-20,VirtualCity,31.35,1.5,56.38,9.44,Summer,2017,5,20,140
2017-05-21,VirtualCity,29.29,2.75,60.1,8.97,Summer,2017,5,21,141
2017-05-22,VirtualCity,31.76,2.78,51.06,5.73,Summer,2017,5,22,142
2017-05-23,VirtualCity,30.64,7.35,54.74,9.16,Summer,2017,5,23,143
2017-05-24,VirtualCity,27.57,3.92,56.31,8.17,Summer,2017,5,24,144
2017-05-25,VirtualCity,27.33,0.0,52.61,7.87,Summer,2017,5,25,145
2017-05-26,VirtualCity,30.11,4.54,61.03,8.1,Summer,2017,5,26,146
2017-05-27,VirtualCity,29.66,4.92,58.82,6.26,Summer,2017,5,27,147
2017-05-28,VirtualCity,29.7,3.55,56.23,8.39,Summer,2017,5,28,148
2017-05-29,VirtualCity,29.67,1.26,62.13,6.49,Summer,2017,5,29,149
2017-05-30,VirtualCity,29.9,7.89,48.85,7.75,Summer,2017,5,30,150
2017-05-31,VirtualCity,30.84,1.77,54.7,8.24,Summer,2017,5,31,151
2017-06-01,VirtualCity,27.6,5.68,56.09,9.31,Monsoon,2017,6,1,152
2017-06-02,VirtualCity,27.36,4.77,50.87,7.0,Monsoon,2017,6,2,153
2017-06-03,VirtualCity,27.33,5.75,55.63,9.69,Monsoon,2017,6,3,154
2017-06-04,VirtualCity,29.25,8.29,49.9,9.05,Monsoon,2017,6,4,155
2017-06-05,VirtualCity,30.53,5.87,57.0,7.37,Monsoon,2017,6,5,156
2017-06-06,VirtualCity,27.86,3.5,58.38,6.52,Monsoon,2017,6,6,157
2017-06-07,VirtualCity,24.6,7.26,55.15,6.08,Monsoon,2017,6,7,158
2017-06-08,VirtualCity,25.64,3.54,46.57,8.11,Monsoon,2017,6,8,159
2017-06-09,VirtualCity,26.78,5.38,50.03,6.86,Monsoon,2017,6,9,160
2017-06-10,VirtualCity,27.04,2.28,56.08,9.15,Monsoon,2017,6,10,161
2017-06-11,VirtualCity,27.1,2.94,53.83,6.86,Monsoon,2017,6,11,162
2017-06-12,VirtualCity,27.61,5.43,42.9,6.56,Monsoon,2017,6,12,163
2017-06-13,VirtualCity,26.92,6.22,58.58,7.89,Monsoon,2017,6,13,164
2017-06-14,VirtualCity,28.8,1.76,54.09,6.75,Monsoon,2017,6,14,165
2017-06-15,VirtualCity,26.05,6.69,50.21,7.55,Monsoon,2017,6,15,166
2017-06-16,VirtualCity,25.6,3.88,57.41,8.69,Monsoon,2017,6,16,167
2017-06-17,VirtualCity,27.45,8.59,50.67,7.62,Monsoon,2017,6,17,168
2017-06-18,VirtualCity,24.26,5.1,50.57,7.59,Monsoon,2017,6,18,169
2017-06-19,VirtualCity,26.98,3.49,54.72,7.66,Monsoon,2017,6,19,170
2017-06-20,VirtualCity,26.38,6.22,60.36,5.35,Monsoon,2017,6,20,171
2017-06-21,VirtualCity,25.84,4.12,59.69,7.82,Monsoon,2017,6,21,172
2017-06-22,VirtualCity,28.27,9.02,54.6,7.51,Monsoon,2017,6,22,173
2017-06-23,VirtualCity,24.78,6.31,54.98,8.35,Monsoon,2017,6,23,174
2017-06-24,VirtualCity,28.64,6.06,56.27,7.98,Monsoon,2017,6,24,175
2017-06-25,VirtualCity,25.04,7.78,48.05,6.97,Monsoon,2017,6,25,176
2017-06-26,VirtualCity,23.29,4.36,55.63,8.42,Monsoon,2017,6,26,177
2017-06-27,VirtualCity,25.14,3.81,50.1,6.8,Monsoon,2017,6,27,178
2017-06-28,VirtualCity,23.25,7.63,54.3,7.42,Monsoon,2017,6,28,179
2017-06-29,VirtualCity,23.56,4.39,52.1,6.72,Monsoon,2017,6,29,180
2017-06-30,VirtualCity,25.12,4.47,55.01,7.62,Monsoon,2017,6,30,181
2017-07-01,VirtualCity,25.18,8.81,53.47,6.58,Monsoon,2017,7,1,182
2017-07-02,VirtualCity,23.24,8.2,40.71,8.98,Monsoon,2017,7,2,183
2017-07-03,VirtualCity,25.48,4.36,53.72,9.39,Monsoon,2017,7,3,184
2017-07-04,VirtualCity,25.57,5.83,55.58,7.99,Monsoon,2017,7,4,185
2017-07-05,VirtualCity,25.81,5.28,54.8,8.76,Monsoon,2017,7,5,186
2017-07-06,VirtualCity,24.28,11.25,52.62,5.04,Monsoon,2017,7,6,187
2017-07-07,VirtualCity,25.36,9.4,59.62,5.15,Monsoon,2017,7,7,188
2017-07-08,VirtualCity,20.32,6.55,54.32,6.44,Monsoon,2017,7,8,189
2017-07-09,VirtualCity,22.5,8.82,54.85,6.85,Monsoon,2017,7,9,190
2017-07-10,VirtualCity,21.5,4.63,57.3,6.54,Monsoon,2017,7,10,191
2017-07-11,VirtualCity,22.81,6.2,54.61,4.78,Monsoon,2017,7,11,192
2017-07-12,VirtualCity,21.61,7.97,49.6,8.1,Monsoon,2017,7,12,193
2017-07-13,VirtualCity,22.05,8.8,43.48,9.28,Monsoon,2017,7,13,194
2017-07-14,VirtualCity,24.95,7.65,51.36,8.21,Monsoon,2017,7,14,195
2017-07-15,VirtualCity,21.7,8.47,56.36,7.94,Monsoon,2017,7,15,196
2017-07-16,VirtualCity,22.41,8.16,51.95,6.89,Monsoon,2017,7,16,197
2017-07-17,VirtualCity,21.28,7.68,56.62,5.58,Monsoon,2017,7,17,198
2017-07-18,VirtualCity,21.57,7.45,54.07,6.66,Monsoon,2017,7,18,199
2017-07-19,VirtualCity,21.3,7.21,58.68,9.07,Monsoon,2017,7,19,200
2017-07-20,VirtualCity,21.8,8.71,52.41,6.1,Monsoon,2017,7,20,201
2017-07-21,VirtualCity,22.72,9.16,55.53,5.95,Monsoon,2017,7,21,202
2017-07-22,VirtualCity,23.28,8.74,55.75,7.8,Monsoon,2017,7,22,203
2017-07-23,VirtualCity,21.11,5.76,59.81,7.86,Monsoon,2017,7,23,204
2017-07-24,VirtualCity,21.37,6.2,47.05,5.41,Monsoon,2017,7,24,205
2017-07-25,VirtualCity,18.6,9.32,52.12,6.1,Monsoon,2017,7,25,206
2017-07-26,VirtualCity,20.04,11.72,57.43,5.79,Monsoon,2017,7,26,207
2017-07-27,VirtualCity,21.42,8.86,60.31,6.45,Monsoon,2017,7,27,208
2017-07-28,VirtualCity,21.16,7.66,55.17,7.67,Monsoon,2017,7,28,209
2017-07-29,VirtualCity,20.02,9.09,53.14,5.37,Monsoon,2017,7,29,210
2017-07-30,VirtualCity,20.88,6.14,57.43,7.62,Monsoon,2017,7,30,211
2017-07-31,VirtualCity,20.14,11.55,57.97,6.42,Monsoon,2017,7,31,212
2017-08-01,VirtualCity,21.05,9.12,53.16,9.07,Monsoon,2017,8,1,213
2017-08-02,VirtualCity,19.54,7.26,56.03,6.64,Monsoon,2017,8,2,214
2017-08-03,VirtualCity,18.42,8.4,59.54,6.13,Monsoon,2017,8,3,215
2017-08-04,VirtualCity,19.31,7.63,62.49,6.92,Monsoon,2017,8,4,216
2017-08-05,VirtualCity,14.27,11.7,58.01,5.81,Monsoon,2017,8,5,217
2017-08-06,VirtualCity,19.1,8.4,55.33,4.04,Monsoon,2017,8,6,218
2017-08-07,VirtualCity,12.91,9.21,55.06,5.89,Monsoon,2017,8,7,219
2017-08-08,VirtualCity,15.66,10.15,57.63,5.86,Monsoon,2017,8,8,220
2017-08-09,VirtualCity,18.79,7.28,55.06,4.24,Monsoon,2017,8,9,221
2017-08-10,VirtualCity,18.69,9.35,56.41,6.05,Monsoon,2017,8,10,222
2017-08-11,VirtualCity,16.1,9.54,51.55,3.65,Monsoon,2017,8,11,223
2017-08-12,VirtualCity,16.64,5.53,61.1,5.7,Monsoon,2017,8,12,224
2017-08-13,VirtualCity,19.63,9.52,51.49,6.4,Monsoon,2017,8,13,225
2017-08-14,VirtualCity,16.73,8.87,54.46,6.21,Monsoon,2017,8,14,226
2017-08-15,VirtualCity,20.69,9.27,56.72,5.59,Monsoon,2017,8,15,227
2017-08-16,VirtualCity,17.2,9.07,64.44,5.97,Monsoon,2017,8,16,228
2017-08-17,VirtualCity,17.69,9.57,54.93,5.12,Monsoon,2017,8,17,229
2017-08-18,VirtualCity,19.39,11.94,54.11,6.07,Monsoon,2017,8,18,230
2017-08-19,VirtualCity,17.04,6.4,54.72,6.12,Monsoon,2017,8,19,231
2017-08-20,VirtualCity,15.23,8.25,63.71,4.96,Monsoon,2017,8,20,232
2017-08-21,VirtualCity,16.45,10.46,45.98,6.36,Monsoon,2017,8,21,233
2017-08-22,VirtualCity,16.46,10.05,53.38,6.34,Monsoon,2017,8,22,234
2017-08-23,VirtualCity,14.35,10.0,68.48,5.82,Monsoon,2017,8,23,235
2017-08-24,VirtualCity,15.91,15.04,60.08,8.92,Monsoon,2017,8,24,236
2017-08-25,VirtualCity,15.08,10.32,53.45,5.85,Monsoon,2017,8,25,237
2017-08-26,VirtualCity,17.48,11.45,57.88,5.68,Monsoon,2017,8,26,238
2017-08-27,VirtualCity,16.04,8.27,58.48,5.5,Monsoon,2017,8,27,239
2017-08-28,VirtualCity,15.47,6.75,61.77,4.84,Monsoon,2017,8,28,240
2017-08-29,VirtualCity,15.64,8.23,65.92,6.83,Monsoon,2017,8,29,241
2017-08-30,VirtualCity,16.05,10.47,60.29,5.18,Monsoon,2017,8,30,242
2017-08-31,VirtualCity,16.55,9.77,56.75,5.32,Monsoon,2017,8,31,243
2017-09-01,VirtualCity,14.04,9.74,62.24,5.35,Monsoon,2017,9,1,244
2017-09-02,VirtualCity,13.89,8.36,56.48,4.82,Monsoon,2017,9,2,245
2017-09-03,VirtualCity,17.03,7.99,55.32,3.9,Monsoon,2017,9,3,246
2017-09-04,VirtualCity,14.68,8.39,52.6,5.45,Monsoon,2017,9,4,247
2017-09-05,VirtualCity,13.09,10.35,53.56,7.05,Monsoon,2017,9,5,248
2017-09-06,VirtualCity,15.81,10.57,56.42,6.24,Monsoon,2017,9,6,249
2017-09-07,VirtualCity,15.77,6.48,55.49,7.88,Monsoon,2017,9,7,250
2017-09-08,VirtualCity,12.71,10.34,61.64,6.92,Monsoon,2017,9,8,251
2017-09-09,VirtualCity,15.29,7.19,55.78,6.65,Monsoon,2017,9,9,252
2017-09-10,VirtualCity,15.99,9.62,48.2,8.28,Monsoon,2017,9,10,253
2017-09-11,VirtualCity,15.38,8.13,56.79,5.91,Monsoon,2017,9,11,254
2017-09-12,VirtualCity,15.71,11.95,59.27,6.11,Monsoon,2017,9,12,255
2017-09-13,VirtualCity,12.61,7.55,58.93,6.03,Monsoon,2017,9,13,256
2017-09-14,VirtualCity,15.16,8.82,67.63,7.9,Monsoon,2017,9,14,257
2017-09-15,VirtualCity,14.16,9.71,59.3,6.06,Monsoon,2017,9,15,258
2017-09-16,VirtualCity,13.84,6.41,65.47,5.29,Monsoon,2017,9,16,259
2017-09-17,VirtualCity,15.83,8.12,62.07,6.78,Monsoon,2017,9,17,260
2017-09-18,VirtualCity,16.71,7.65,62.18,5.11,Monsoon,2017,9,18,261
2017-09-19,VirtualCity,17.14,7.05,59.21,6.74,Monsoon,2017,9,19,262
2017-09-20,VirtualCity,16.39,7.16,62.52,6.6,Monsoon,2017,9,20,263
2017-09-21,VirtualCity,14.22,10.52,59.9,5.89,Monsoon,2017,9,21,264
2017-09-22,VirtualCity,14.89,6.7,63.84,6.81,Monsoon,2017,9,22,265
2017-09-23,VirtualCity,15.48,9.21,62.42,4.36,Monsoon,2017,9,23,266
2017-09-24,VirtualCity,14.49,8.6,59.79,6.35,Monsoon,2017,9,24,267
2017-09-25,VirtualCity,14.49,4.77,67.74,5.61,Monsoon,2017,9,25,268
2017-09-26,VirtualCity,15.51,8.92,65.69,9.62,Monsoon,2017,9,26,269
2017-09-27,VirtualCity,14.17,4.61,62.4,6.38,Monsoon,2017,9,27,270
2017-09-28,VirtualCity,13.16,9.04,64.98,5.5,Monsoon,2017,9,28,271
2017-09-29,VirtualCity,13.62,6.47,64.26,4.57,Monsoon,2017,9,29,272
2017-09-30,VirtualCity,15.19,7.54,61.34,7.81,Monsoon,2017,9,30,273
2017-10-01,VirtualCity,14.24,7.595000000000001,65.29,5.84,Autumn,2017,10,1,274
2017-10-02,VirtualCity,14.75,7.65,62.74,5.33,Autumn,2017,10,2,275
2017-10-03,VirtualCity,15.25,9.35,61.65,6.7,Autumn,2017,10,3,276
2017-10-04,VirtualCity,13.69,5.47,59.14,7.09,Autumn,2017,10,4,277
2017-10-05,VirtualCity,15.4,5.83,64.4,7.09,Autumn,2017,10,5,278
2017-10-06,VirtualCity,14.85,8.09,68.31,6.38,Autumn,2017,10,6,279
2017-10-07,VirtualCity,12.44,8.07,63.47,6.56,Autumn,2017,10,7,280
2017-10-08,VirtualCity,16.48,1.58,76.54,6.67,Autumn,2017,10,8,281
2017-10-09,VirtualCity,13.58,11.29,70.2,6.82,Autumn,2017,10,9,282
2017-10-10,VirtualCity,11.88,7.94,72.08,6.94,Autumn,2017,10,10,283
2017-10-11,VirtualCity,12.82,8.23,70.25,7.77,Autumn,2017,10,11,284
2017-10-12,VirtualCity,12.89,6.3,74.68,6.55,Autumn,2017,10,12,285
2017-10-13,VirtualCity,14.53,2.45,64.32,5.52,Autumn,2017,10,13,286
2017-10-14,VirtualCity,14.08,7.94,57.43,6.35,Autumn,2017,10,14,287
2017-10-15,VirtualCity,14.03,5.12,66.09,7.45,Autumn,2017,10,15,288
2017-10-16,VirtualCity,15.5,7.48,70.31,4.43,Autumn,2017,10,16,289
2017-10-17,VirtualCity,15.13,5.71,68.88,4.46,Autumn,2017,10,17,290
2017-10-18,VirtualCity,15.14,6.63,69.57,7.72,Autumn,2017,10,18,291
2017-10-19,VirtualCity,15.33,4.31,73.95,8.47,Autumn,2017,10,19,292
2017-10-20,VirtualCity,15.7,7.83,70.39,5.15,Autumn,2017,10,20,293
2017-10-21,VirtualCity,11.67,3.22,72.26,6.82,Autumn,2017,10,21,294
2017-10-22,VirtualCity,14.34,10.69,65.5,6.24,Autumn,2017,10,22,295
2017-10-23,VirtualCity,11.68,10.58,65.06,6.44,Autumn,2017,10,23,296
2017-10-24,VirtualCity,15.07,9.15,76.09,7.14,Autumn,2017,10,24,297
2017-10-25,VirtualCity,15.08,8.27,70.23,5.25,Autumn,2017,10,25,298
2017-10-26,VirtualCity,16.72,5.19,67.52,5.5,Autumn,2017,10,26,299
2017-10-27,VirtualCity,17.01,7.84,67.72,6.5,Autumn,2017,10,27,300
2017-10-28,VirtualCity,15.61,4.97,67.79,6.71,Autumn,2017,10,28,301
2017-10-29,VirtualCity,14.63,1.67,67.73,5.57,Autumn,2017,10,29,302
2017-10-30,VirtualCity,16.19,8.29,65.62,7.89,Autumn,2017,10,30,303
2017-10-31,VirtualCity,14.76,7.37,64.93,6.47,Autumn,2017,10,31,304
2017-11-01,VirtualCity,15.63,4.72,70.33,6.5,Autumn,2017,11,1,305
2017-11-02,VirtualCity,17.2,2.0,68.92,7.37,Autumn,2017,11,2,306
2017-11-03,VirtualCity,14.98,3.3,75.89,6.91,Autumn,2017,11,3,307
2017-11-04,VirtualCity,17.12,0.49,72.81,8.1,Autumn,2017,11,4,308
2017-11-05,VirtualCity,17.02,6.47,72.87,6.01,Autumn,2017,11,5,309
2017-11-06,VirtualCity,14.67,0.77,69.0,5.48,Autumn,2017,11,6,310
2017-11-07,VirtualCity,17.67,4.82,71.66,6.82,Autumn,2017,11,7,311
2017-11-08,VirtualCity,17.36,2.23,73.75,7.29,Autumn,2017,11,8,312
2017-11-09,VirtualCity,16.57,0.85,75.34,5.76,Autumn,2017,11,9,313
2017-11-10,VirtualCity,15.38,4.41,72.26,5.62,Autumn,2017,11,10,314
2017-11-11,VirtualCity,15.34,3.05,77.11,7.54,Autumn,2017,11,11,315
2017-11-12,VirtualCity,15.94,5.53,72.98,6.44,Autumn,2017,11,12,316
2017-11-13,VirtualCity,17.67,0.79,76.27,5.64,Autumn,2017,11,13,317
2017-11-14,VirtualCity,15.54,1.81,71.29,8.57,Autumn,2017,11,14,318
2017-11-15,VirtualCity,17.75,0.0,66.15,6.69,Autumn,2017,11,15,319
2017-11-16,VirtualCity,15.36,0.0,74.62,8.86,Autumn,2017,11,16,320
2017-11-17,VirtualCity,17.04,7.12,76.59,7.55,Autumn,2017,11,17,321
2017-11-18,VirtualCity,17.63,7.65,76.13,7.9,Autumn,2017,11,18,322
2017-11-19,VirtualCity,21.26,3.2,75.66,7.33,Autumn,2017,11,19,323
2017-11-20,VirtualCity,15.66,1.19,72.71,4.43,Autumn,2017,11,20,324
2017-11-21,VirtualCity,20.06,2.34,71.01,6.29,Autumn,2017,11,21,325
2017-11-22,VirtualCity,18.21,4.92,76.57,7.53,Autumn,2017,11,22,326
2017-11-23,VirtualCity,18.74,1.87,76.2,8.15,Autumn,2017,11,23,327
2017-11-24,VirtualCity,18.44,3.52,72.38,5.6,Autumn,2017,11,24,328
2017-11-25,VirtualCity,19.07,2.97,79.18,7.72,Autumn,2017,11,25,329
2017-11-26,VirtualCity,18.31,1.75,71.33,6.47,Autumn,2017,11,26,330
2017-11-27,VirtualCity,20.86,1.84,72.64,8.14,Autumn,2017,11,27,331
2017-11-28,VirtualCity,18.14,3.65,81.64,7.86,Autumn,2017,11,28,332
2017-11-29,VirtualCity,20.67,0.85,78.67,8.81,Autumn,2017,11,29,333
2017-11-30,VirtualCity,18.15,3.99,73.88,9.24,Autumn,2017,11,30,334
2017-12-01,VirtualCity,19.18,1.96,76.56,8.54,Winter,2017,12,1,335
2017-12-02,VirtualCity,17.81,3.28,76.13,9.06,Winter,2017,12,2,336
2017-12-03,VirtualCity,20.25,6.04,64.63,7.64,Winter,2017,12,3,337
2017-12-04,VirtualCity,21.89,2.63,72.08,11.48,Winter,2017,12,4,338
2017-12-05,VirtualCity,19.76,5.02,75.59,6.67,Winter,2017,12,5,339
